MAE,RMSE,MASE,model,fold,pinball_10,pinball_90,coverage_80
26.366666666666667,33.98635347050669,1.3958400726942302,SeasonalNaive,0,,,
24.708712672890588,31.331473017050616,1.3080686963403962,SARIMAX,0,6.491502252333951,5.722476973359277,0.9111111111111111
29.2553699780888,35.69940444394236,1.54876679229755,LightGBM,0,5.798922459729609,11.227154625490487,0.43333333333333335
29.272222222222222,35.891619263183614,1.6523179491560418,SeasonalNaive,1,,,
24.974924752811724,31.39285465916577,1.409750039973547,SARIMAX,1,5.641784683055893,6.369468696056958,0.8333333333333334
24.38698434738152,30.53911135720876,1.376562792433833,LightGBM,1,8.330548575020751,5.425261370848248,0.4777777777777778
32.93333333333333,41.00812927538474,2.017107164980384,SeasonalNaive,2,,,
27.964621199229885,34.72082888381851,1.7127825238946035,SARIMAX,2,5.971291196317275,6.6580912977161155,0.7444444444444445
21.638261799085868,25.799513643529817,1.3253044406677361,LightGBM,2,5.926194106838711,4.911108268076907,0.5
